element_id,element_label,record_type,record_id,indicator_id,country_iso3,year,period_start,period_end,period,statistic_type,source_year_label,value,unit,name,latitude,longitude,attributes_json,missing_reason_code,note,source_org,source_url,license_code,source_file,source_sheet,source_row,publication_decision_id
B-027,지하수 잠재량,observation,v124-b-027-obs-00001,B-027_exploitable_gw,VNM,2005,2005,2005,,,,4.672,10⁹ m³/yr,,,,,,[실적치] · AQUASTAT symbol=A,FAO AQUASTAT,https://data.apps.fao.org/aquastat/?lang=en&country=VNM,기관 이용약관,B-027_지하수 잠재량(m³／yr).xlsx,1.1_observation(측정값),38,
B-027,지하수 잠재량,observation,v124-b-027-obs-00002,B-027_exploitable_gw,VNM,2006,2006,2006,,,,4.672,10⁹ m³/yr,,,,,,[추정치] · AQUASTAT symbol=I (원천 보간값),FAO AQUASTAT,https://data.apps.fao.org/aquastat/?lang=en&country=VNM,기관 이용약관,B-027_지하수 잠재량(m³／yr).xlsx,1.1_observation(측정값),39,
B-027,지하수 잠재량,observation,v124-b-027-obs-00003,B-027_exploitable_gw,VNM,2007,2007,2007,,,,4.672,10⁹ m³/yr,,,,,,[추정치] · AQUASTAT symbol=I (원천 보간값),FAO AQUASTAT,https://data.apps.fao.org/aquastat/?lang=en&country=VNM,기관 이용약관,B-027_지하수 잠재량(m³／yr).xlsx,1.1_observation(측정값),40,
B-027,지하수 잠재량,observation,v124-b-027-obs-00004,B-027_exploitable_gw,VNM,2008,2008,2008,,,,4.672,10⁹ m³/yr,,,,,,[추정치] · AQUASTAT symbol=I (원천 보간값),FAO AQUASTAT,https://data.apps.fao.org/aquastat/?lang=en&country=VNM,기관 이용약관,B-027_지하수 잠재량(m³／yr).xlsx,1.1_observation(측정값),41,
B-027,지하수 잠재량,observation,v124-b-027-obs-00005,B-027_exploitable_gw,VNM,2009,2009,2009,,,,4.672,10⁹ m³/yr,,,,,,[추정치] · AQUASTAT symbol=I (원천 보간값),FAO AQUASTAT,https://data.apps.fao.org/aquastat/?lang=en&country=VNM,기관 이용약관,B-027_지하수 잠재량(m³／yr).xlsx,1.1_observation(측정값),42,
B-027,지하수 잠재량,observation,v124-b-027-obs-00006,B-027_exploitable_gw,VNM,2010,2010,2010,,,,4.672,10⁹ m³/yr,,,,,,[실적치] · AQUASTAT symbol=A,FAO AQUASTAT,https://data.apps.fao.org/aquastat/?lang=en&country=VNM,기관 이용약관,B-027_지하수 잠재량(m³／yr).xlsx,1.1_observation(측정값),43,
B-027,지하수 잠재량,observation,v124-b-027-obs-00007,B-027_exploitable_gw,VNM,2011,2011,2011,,,,4.672,10⁹ m³/yr,,,,,,[실적치] · AQUASTAT symbol=A,FAO AQUASTAT,https://data.apps.fao.org/aquastat/?lang=en&country=VNM,기관 이용약관,B-027_지하수 잠재량(m³／yr).xlsx,1.1_observation(측정값),44,
B-027,지하수 잠재량,observation,v124-b-027-obs-00008,B-027_exploitable_gw,VNM,2012,2012,2012,,,,4.672,10⁹ m³/yr,,,,,,[추정치] · AQUASTAT symbol=I (원천 보간값),FAO AQUASTAT,https://data.apps.fao.org/aquastat/?lang=en&country=VNM,기관 이용약관,B-027_지하수 잠재량(m³／yr).xlsx,1.1_observation(측정값),45,
B-027,지하수 잠재량,observation,v124-b-027-obs-00009,B-027_exploitable_gw,VNM,2013,2013,2013,,,,4.672,10⁹ m³/yr,,,,,,[추정치] · AQUASTAT symbol=I (원천 보간값),FAO AQUASTAT,https://data.apps.fao.org/aquastat/?lang=en&country=VNM,기관 이용약관,B-027_지하수 잠재량(m³／yr).xlsx,1.1_observation(측정값),46,
B-027,지하수 잠재량,observation,v124-b-027-obs-00010,B-027_exploitable_gw,VNM,2014,2014,2014,,,,4.672,10⁹ m³/yr,,,,,,[추정치] · AQUASTAT symbol=I (원천 보간값),FAO AQUASTAT,https://data.apps.fao.org/aquastat/?lang=en&country=VNM,기관 이용약관,B-027_지하수 잠재량(m³／yr).xlsx,1.1_observation(측정값),47,
