element_id,element_label,record_type,record_id,indicator_id,country_iso3,year,period_start,period_end,period,statistic_type,source_year_label,value,unit,name,latitude,longitude,attributes_json,missing_reason_code,note,source_org,source_url,license_code,source_file,source_sheet,source_row,publication_decision_id
B-022,CCDR 기후 피해 경제적 비용,observation,v124-b-022-obs-00001,B-022_adaptation_investment,VNM,2040,2040,2040,,,,254,십억 USD,,,,,,"[전망치] · ≈4.7% GDP/yr, Resilient pathway",World Bank Vietnam CCDR (2022),https://documents1.worldbank.org/curated/en/099000007072236813/pdf/P177241053ba0a05a0811809c0a36a856da.pdf,기관 이용약관,B-022.xlsx,1.1_observation(측정값),6,
B-022,CCDR 기후 피해 경제적 비용,observation,v124-b-022-obs-00002,B-022_decarb_investment_breakdown_g01,VNM,2040,2040,2040,,,,33,십억 US$,,,,,,[전망치] · 전환 과정의 사회적 완충,World Bank Vietnam CCDR 2022,https://openknowledge.worldbank.org/handle/10986/37618,CC-BY-4.0,B-022.xlsx,1.1_observation(측정값),12,
B-022,CCDR 기후 피해 경제적 비용,observation,v124-b-022-obs-00003,B-022_decarb_investment_breakdown_g02,VNM,2040,2040,2040,,,,17,십억 US$,,,,,,[전망치],World Bank Vietnam CCDR 2022,https://openknowledge.worldbank.org/handle/10986/37618,CC-BY-4.0,B-022.xlsx,1.1_observation(측정값),13,
B-022,CCDR 기후 피해 경제적 비용,observation,v124-b-022-obs-00004,B-022_decarb_investment_breakdown_g03,VNM,2040,2040,2040,,,,64,십억 US$,,,,,,[전망치] · 재생에너지 신규 투자 + 좌초자산 보전,World Bank Vietnam CCDR 2022,https://openknowledge.worldbank.org/handle/10986/37618,CC-BY-4.0,B-022.xlsx,1.1_observation(측정값),14,
B-022,CCDR 기후 피해 경제적 비용,observation,v124-b-022-obs-00005,B-022_extreme_poor,VNM,2030,2030,2030,,,,1000000,명,,,,,,[전망치] · 최대 100만 명,World Bank Vietnam CCDR (2022),https://documents1.worldbank.org/curated/en/099000007072236813/pdf/P177241053ba0a05a0811809c0a36a856da.pdf,기관 이용약관,B-022.xlsx,1.1_observation(측정값),8,
B-022,CCDR 기후 피해 경제적 비용,observation,v124-b-022-obs-00006,B-022_financing_source_g01,VNM,2040,2040,2040,,,,130,십억 US$,,,,,,[전망치] · 연평균 GDP의 약 2.4%,World Bank Vietnam Country Climate and Development Report (CCDR) 2022,https://openknowledge.worldbank.org/handle/10986/37618,CC-BY-4.0,B-022.xlsx,1.1_observation(측정값),9,
B-022,CCDR 기후 피해 경제적 비용,observation,v124-b-022-obs-00007,B-022_financing_source_g02,VNM,2040,2040,2040,,,,184,십억 US$,,,,,,[전망치] · 연평균 GDP의 약 3.4%,World Bank Vietnam Country Climate and Development Report (CCDR) 2022,https://openknowledge.worldbank.org/handle/10986/37618,CC-BY-4.0,B-022.xlsx,1.1_observation(측정값),10,
B-022,CCDR 기후 피해 경제적 비용,observation,v124-b-022-obs-00008,B-022_financing_source_g03,VNM,2040,2040,2040,,,,54,십억 US$,,,,,,[전망치] · 연평균 GDP의 약 1.0%,World Bank Vietnam Country Climate and Development Report (CCDR) 2022,https://openknowledge.worldbank.org/handle/10986/37618,CC-BY-4.0,B-022.xlsx,1.1_observation(측정값),11,
B-022,CCDR 기후 피해 경제적 비용,observation,v124-b-022-obs-00009,B-022_gdp_loss_max,VNM,2050,2050,2050,,,,14.5,% of GDP/yr,,,,,,범위값 상한 · [전망치] · 2개 예측모형 결과 범위 — 최소손실 12.0 / 최대손실 14.5 (%GDP),World Bank Vietnam CCDR (2022),https://documents1.worldbank.org/curated/en/099000007072236813/pdf/P177241053ba0a05a0811809c0a36a856da.pdf,기관 이용약관,B-022.xlsx,1.1_observation(측정값),5,
B-022,CCDR 기후 피해 경제적 비용,observation,v124-b-022-obs-00010,B-022_gdp_loss_min,VNM,2050,2050,2050,,,,12,% of GDP/yr,,,,,,범위값 하한 · [전망치] · 2개 예측모형 결과 범위 — 최소손실 12.0 / 최대손실 14.5 (%GDP),World Bank Vietnam CCDR (2022),https://documents1.worldbank.org/curated/en/099000007072236813/pdf/P177241053ba0a05a0811809c0a36a856da.pdf,기관 이용약관,B-022.xlsx,1.1_observation(측정값),4,
B-022,CCDR 기후 피해 경제적 비용,observation,v124-b-022-obs-00011,B-022_total_investment,VNM,2040,2040,2040,,,,368,십억 USD,,,,,,"[전망치] · 2022–2040 누적 순현재가치(할인율 6%) · Resilient 254 + Decarbonizing 114 = 368십억 USD, 연평균 약 6.8%GDP",World Bank Vietnam CCDR (2022),https://documents1.worldbank.org/curated/en/099000007072236813/pdf/P177241053ba0a05a0811809c0a36a856da.pdf,기관 이용약관,B-022.xlsx,1.1_observation(측정값),7,
