element_id,element_label,record_type,record_id,indicator_id,country_iso3,year,period_start,period_end,period,statistic_type,source_year_label,value,unit,name,latitude,longitude,attributes_json,missing_reason_code,note,source_org,source_url,license_code,source_file,source_sheet,source_row,publication_decision_id
B-010,기후 리스크 지수(CRI),observation,v124-b-010-obs-00001,B-010_cri_event_2024_01,VNM,2024,2024,2024,,,,Typhoon Yagi (태풍 야기) — 가옥·인프라 대규모 손실,사건,,,,,,[실적치] · CRI 2026 본문,Germanwatch Climate Risk Index 2026,https://www.germanwatch.org/sites/default/files/2025-11/CRI%2026%20full%20report.pdf,기관 이용약관,B-010.xlsx,1.1_observation(측정값),8,
B-010,기후 리스크 지수(CRI),observation,v124-b-010-obs-00002,B-010_cri_event_2024_02,VNM,2024,2024,2024,,,,2024년 3–5월 장기 폭염,사건,,,,,,[실적치] · CRI 2026 본문,Germanwatch Climate Risk Index 2026,https://www.germanwatch.org/sites/default/files/2025-11/CRI%2026%20full%20report.pdf,기관 이용약관,B-010.xlsx,1.1_observation(측정값),9,
B-010,기후 리스크 지수(CRI),observation,v124-b-010-obs-00003,B-010_cri_event_damage_2024_10_20_23,VNM,2024,2024,2024,,,,"사망 2명 · 피해 108명 · 주택 27호 손상 · 도로 13개소 두절 · 농작물 1,272 ha 유실",—,,,,,,[실적치] · CRI 2026 본문,Germanwatch Climate Risk Index 2026,https://www.germanwatch.org/sites/default/files/2025-11/CRI%2026%20full%20report.pdf,CC-BY-NC-ND-4.0,B-010.xlsx,1.1_observation(측정값),12,
B-010,기후 리스크 지수(CRI),observation,v124-b-010-obs-00004,B-010_cri_event_damage_2024_3_5,VNM,2024,2024,2024,,,,47일 연속 지속,—,,,,,,[실적치] · CRI 2026 본문,Germanwatch Climate Risk Index 2026,https://www.germanwatch.org/sites/default/files/2025-11/CRI%2026%20full%20report.pdf,CC-BY-NC-ND-4.0,B-010.xlsx,1.1_observation(측정값),13,
B-010,기후 리스크 지수(CRI),observation,v124-b-010-obs-00005,B-010_cri_event_damage_yagi,VNM,2024,2024,2024,,,,"주택 약 3,300호 손상 · 농작물 120,000 ha 이상 유실",—,,,,,,[실적치] · CRI 2026 본문. 물리적 피해 규모를 자산·작물 단위로 제시한 유일한 서술,Germanwatch Climate Risk Index 2026,https://www.germanwatch.org/sites/default/files/2025-11/CRI%2026%20full%20report.pdf,CC-BY-NC-ND-4.0,B-010.xlsx,1.1_observation(측정값),14,
B-010,기후 리스크 지수(CRI),observation,v124-b-010-obs-00006,B-010_cri_event_damage_yagi_2024_09_07,VNM,2024,2024,2024,,,,"사망 345명 · 피해인구 3,600,000명 이상 · 경제손실 20억 US$ · 최대풍속 280 km/h",—,,,,,,[실적치] · CRI 2026 본문 인용. 원천 피해통계는 EM-DAT(B-012의 2024-0654-VNM 행과 일치),Germanwatch Climate Risk Index 2026,https://www.germanwatch.org/sites/default/files/2025-11/CRI%2026%20full%20report.pdf,CC-BY-NC-ND-4.0,B-010.xlsx,1.1_observation(측정값),15,
B-010,기후 리스크 지수(CRI),observation,v124-b-010-obs-00007,B-010_cri_rank,VNM,2023,2023,2023,,,,61,순위,,,,,,"[실적치] · CRI 2026 부속표(Annex) ""Rank 2023"" — 동일 판본이 제시한 전년 단년 순위",Germanwatch Climate Risk Index 2026,https://www.germanwatch.org/sites/default/files/2025-11/CRI%2026%20full%20report.pdf,기관 이용약관,B-010.xlsx,1.1_observation(측정값),5,
B-010,기후 리스크 지수(CRI),observation,v124-b-010-obs-00008,B-010_cri_rank,VNM,2024,2024,2024,,,,10,순위,,,,,,"[실적치] · CRI 2026 부속표(Annex) ""Rank 2024"" — 전세계 174개국 중 순위. 순위가 낮을수록 피해가 큼",Germanwatch Climate Risk Index 2026,https://www.germanwatch.org/sites/default/files/2025-11/CRI%2026%20full%20report.pdf,기관 이용약관,B-010.xlsx,1.1_observation(측정값),4,
B-010,기후 리스크 지수(CRI),observation,v124-b-010-obs-00009,B-010_cri_rank_30y,VNM,2023,2023,2023,,,,14,순위,,,,,,"[실적치] · CRI 2026 부속표 ""Rank 1994–2023"" — 30년 누적 순위",Germanwatch Climate Risk Index 2026,https://www.germanwatch.org/sites/default/files/2025-11/CRI%2026%20full%20report.pdf,기관 이용약관,B-010.xlsx,1.1_observation(측정값),7,
B-010,기후 리스크 지수(CRI),observation,v124-b-010-obs-00010,B-010_cri_rank_30y,VNM,2024,2024,2024,,,,14,순위,,,,,,"[실적치] · CRI 2026 부속표 ""Rank 1995–2024"" — 30년 누적 순위",Germanwatch Climate Risk Index 2026,https://www.germanwatch.org/sites/default/files/2025-11/CRI%2026%20full%20report.pdf,기관 이용약관,B-010.xlsx,1.1_observation(측정값),6,
B-010,기후 리스크 지수(CRI),observation,v124-b-010-obs-00011,B-010_cri_rank_hdi_1995_2024,VNM,2024,2024,2024,,,,15,순위,,,,,,"[실적치] · CRI 2026 Figure 11 ""20 countries most affected in 1995–2024 (HDI-corrected)"" — 15위",Germanwatch Climate Risk Index 2026,https://www.germanwatch.org/sites/default/files/2025-11/CRI%2026%20full%20report.pdf,CC-BY-NC-ND-4.0,B-010.xlsx,1.1_observation(측정값),10,
B-010,기후 리스크 지수(CRI),observation,v124-b-010-obs-00012,B-010_cri_rank_hdi_2024,VNM,2024,2024,2024,,,,12,순위,,,,,,"[실적치] · CRI 2026 Figure 12 ""20 most affected countries in 2024 (HDI-corrected)"" — 12위",Germanwatch Climate Risk Index 2026,https://www.germanwatch.org/sites/default/files/2025-11/CRI%2026%20full%20report.pdf,CC-BY-NC-ND-4.0,B-010.xlsx,1.1_observation(측정값),11,
