element_id,element_label,record_type,record_id,indicator_id,country_iso3,year,value,unit,name,latitude,longitude,attributes_json,missing_reason_code,note,source_org,source_url,license_code,source_file,source_sheet,source_row,publication_decision_id
C-012,"PPP 법제도·조달 체계[PPP 법률 유무, PPP 법률 명칭, PPP 전담 기관, 조달 방식(경쟁입찰/협상/비공개), 계약 유형(BOT/BOO/Concession), VfM 평가 의무 여부, PPP 프로젝트 이력]",observation,vnm-v121-c-012-obs-3-807cb2fdde1d1a42,C-012_ppp_law_name_current_ppp_framework_law,VNM,2020,Law No. 64/2020/QH14,법률,,,,,,PPP 기본법 존재. 정식 명칭: Luật Đầu tư theo phương thức đối tác công tư(공공-민간 파트너십 방식 투자법). 국회(Quốc hội) 채택 2020.6.18,베트남 국회·정부 공보 / World Bank PPP Legal Framework,https://datafiles.chinhphu.vn/cpp/files/vbpq/2020/07/64.signed.pdf,베트남 정부 공보 이용약관,C-012_PPP 법제도·조달 체계.xlsx,1.1_observation(측정값),3,
C-012,"PPP 법제도·조달 체계[PPP 법률 유무, PPP 법률 명칭, PPP 전담 기관, 조달 방식(경쟁입찰/협상/비공개), 계약 유형(BOT/BOO/Concession), VfM 평가 의무 여부, PPP 프로젝트 이력]",observation,vnm-v121-c-012-obs-4-fb740d883c8b493d,C-012_ppp_law_name_effective_date,VNM,2021,2021-01-01,일자,,,,,,"단, 제101조 제6항 관련 경과규정은 별도 시행일 적용",베트남 국회·정부 공보 / World Bank PPP Legal Framework,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/123-vbhn-vpqh.pdf,베트남 정부 공보 이용약관,C-012_PPP 법제도·조달 체계.xlsx,1.1_observation(측정값),4,
C-012,"PPP 법제도·조달 체계[PPP 법률 유무, PPP 법률 명칭, PPP 전담 기관, 조달 방식(경쟁입찰/협상/비공개), 계약 유형(BOT/BOO/Concession), VfM 평가 의무 여부, PPP 프로젝트 이력]",observation,vnm-v121-c-012-obs-5-9dea9538d24b07d1,C-012_ppp_law_name_current_consolidated,VNM,2025,123/VBHN-VPQH,문서번호,,,,,,"개정 5건 반영. datafiles.chinhphu.vn 게시, 국회사무처(Văn phòng Quốc hội) 발행. 본 정리표의 1차 원문 근거(72p)",베트남 국회·정부 공보 / World Bank PPP Legal Framework,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/123-vbhn-vpqh.pdf,베트남 정부 공보 이용약관,C-012_PPP 법제도·조달 체계.xlsx,1.1_observation(측정값),5,
C-012,"PPP 법제도·조달 체계[PPP 법률 유무, PPP 법률 명칭, PPP 전담 기관, 조달 방식(경쟁입찰/협상/비공개), 계약 유형(BOT/BOO/Concession), VfM 평가 의무 여부, PPP 프로젝트 이력]",observation,vnm-v121-c-012-obs-6-e2f2ced04b8b9583,C-012_ppp_law_name_decree,VNM,2025,243/2025/NĐ-CP,시행령번호,,,,,,"PPP법 시행 세부규정(현행). 재검증: 공포·시행 2025-09-11, 서명 Trần Hồng Hà, 발령 Chính phủ 확인(종전 '원문 미확보' 해소). 71/2025 및 125/2025 제8조 대체. 원문 PDF는 raw 미보유로 조문 단위 인용은 확인 필요",베트남 국회·정부 공보 / World Bank PPP Legal Framework,https://vanban.chinhphu.vn/?docid=215319&pageid=27160,베트남 정부 공보 이용약관,C-012_PPP 법제도·조달 체계.xlsx,1.1_observation(측정값),6,
C-012,"PPP 법제도·조달 체계[PPP 법률 유무, PPP 법률 명칭, PPP 전담 기관, 조달 방식(경쟁입찰/협상/비공개), 계약 유형(BOT/BOO/Concession), VfM 평가 의무 여부, PPP 프로젝트 이력]",observation,vnm-v121-c-012-obs-7-fc14dd26893b7221,C-012_ppp_dedicated_agency_former_dedicated_agency,VNM,~2024,MPI 공공조달청,기관,,,,,,국가 PPP 관리 총괄,베트남 국회·정부 공보 / World Bank PPP Legal Framework,https://ppp.worldbank.org/library/ppp-unit-vietnam,베트남 정부 공보 이용약관,C-012_PPP 법제도·조달 체계.xlsx,1.1_observation(측정값),7,
C-012,"PPP 법제도·조달 체계[PPP 법률 유무, PPP 법률 명칭, PPP 전담 기관, 조달 방식(경쟁입찰/협상/비공개), 계약 유형(BOT/BOO/Concession), VfM 평가 의무 여부, PPP 프로젝트 이력]",observation,vnm-v121-c-012-obs-8-634df807bcf5dd91,C-012_ppp_dedicated_agency_current_dedicated_agency,VNM,2025,재무부(MoF),기관,,,,,,"확인 필요 — Law 64/2020 원문에는 기관명을 특정하지 않고 '권한기관'으로만 규정, 정부조직 개편에 따른 기관 승계는 법령이 아닌 뉴스 2차출처 기반",베트남 국회·정부 공보 / World Bank PPP Legal Framework,https://ppp.worldbank.org/library/ppp-unit-vietnam,베트남 정부 공보 이용약관,C-012_PPP 법제도·조달 체계.xlsx,1.1_observation(측정값),8,
C-012,"PPP 법제도·조달 체계[PPP 법률 유무, PPP 법률 명칭, PPP 전담 기관, 조달 방식(경쟁입찰/협상/비공개), 계약 유형(BOT/BOO/Concession), VfM 평가 의무 여부, PPP 프로젝트 이력]",observation,vnm-v121-c-012-obs-9-968a9b4ffc4cc8df,C-012_ppp_dedicated_agency_authority_agency_definition,VNM,2025,제5조 제1항 참조,—,,,,,,부·부급기관·정부직속기관·최고인민검찰원·최고인민법원·국가감사원 등. 사업 분류(제4조2항)에 따라 해당 권한기관이 투자정책 결정 및 계약체결기관 지정,베트남 국회·정부 공보 / World Bank PPP Legal Framework,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/123-vbhn-vpqh.pdf,베트남 정부 공보 이용약관,C-012_PPP 법제도·조달 체계.xlsx,1.1_observation(측정값),9,
C-012,"PPP 법제도·조달 체계[PPP 법률 유무, PPP 법률 명칭, PPP 전담 기관, 조달 방식(경쟁입찰/협상/비공개), 계약 유형(BOT/BOO/Concession), VfM 평가 의무 여부, PPP 프로젝트 이력]",observation,vnm-v121-c-012-obs-10-4b5e00b31931c8f7,C-012_procurement_method_open_bidding,VNM,2025,공개입찰,방식,,,,,,舊 제37조 제2항(입찰적격사전심사 관련)은 90/2025로 삭제,베트남 국회·정부 공보 / World Bank PPP Legal Framework,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/123-vbhn-vpqh.pdf,베트남 정부 공보 이용약관,C-012_PPP 법제도·조달 체계.xlsx,1.1_observation(측정값),10,
C-012,"PPP 법제도·조달 체계[PPP 법률 유무, PPP 법률 명칭, PPP 전담 기관, 조달 방식(경쟁입찰/협상/비공개), 계약 유형(BOT/BOO/Concession), VfM 평가 의무 여부, PPP 프로젝트 이력]",observation,vnm-v121-c-012-obs-11-6ae9aae419a1bd13,C-012_procurement_method_competitive_negotiation,VNM,2025,경쟁협상,방식,,,,,,요건: ①적격투자자 3인 이하 ②첨단기술 적용사업 ③신기술 적용사업,베트남 국회·정부 공보 / World Bank PPP Legal Framework,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/123-vbhn-vpqh.pdf,베트남 정부 공보 이용약관,C-012_PPP 법제도·조달 체계.xlsx,1.1_observation(측정값),11,
C-012,"PPP 법제도·조달 체계[PPP 법률 유무, PPP 법률 명칭, PPP 전담 기관, 조달 방식(경쟁입찰/협상/비공개), 계약 유형(BOT/BOO/Concession), VfM 평가 의무 여부, PPP 프로젝트 이력]",observation,vnm-v121-c-012-obs-12-51c7988146bde5cc,C-012_procurement_method_investor_designated,VNM,2025,지명(수의계약),방식,,,,,,"국방·국가안보·국가기밀 보호, 전략기술 소유·사용권 보유 투자자, 디지털인프라 연속성 확보 등(90/2025로 지명사유 확대)",베트남 국회·정부 공보 / World Bank PPP Legal Framework,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/123-vbhn-vpqh.pdf,베트남 정부 공보 이용약관,C-012_PPP 법제도·조달 체계.xlsx,1.1_observation(측정값),12,
C-012,"PPP 법제도·조달 체계[PPP 법률 유무, PPP 법률 명칭, PPP 전담 기관, 조달 방식(경쟁입찰/협상/비공개), 계약 유형(BOT/BOO/Concession), VfM 평가 의무 여부, PPP 프로젝트 이력]",observation,vnm-v121-c-012-obs-13-ab0e89fec511ab6f,C-012_procurement_method_special_case_investor,VNM,2025,특별사례,방식,,,,,,"국가이익·핵심정책과제, 과학기술혁신 전략사업 등 — 권한기관이 결정, 정부가 세부기준 규정",베트남 국회·정부 공보 / World Bank PPP Legal Framework,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/123-vbhn-vpqh.pdf,베트남 정부 공보 이용약관,C-012_PPP 법제도·조달 체계.xlsx,1.1_observation(측정값),13,
C-012,"PPP 법제도·조달 체계[PPP 법률 유무, PPP 법률 명칭, PPP 전담 기관, 조달 방식(경쟁입찰/협상/비공개), 계약 유형(BOT/BOO/Concession), VfM 평가 의무 여부, PPP 프로젝트 이력]",observation,vnm-v121-c-012-obs-14-cc62aaac9f795135,C-012_procurement_method_award_method_count,VNM,1994,46,건,,,,,,지정 출처 원데이터 집계(고유 프로젝트 164건 기준). 법 조문상 방식(상단)과 별개로 실제 적용 실적을 병기,베트남 국회·정부 공보 / World Bank PPP Legal Framework,https://ppi.worldbank.org/en/customquery,베트남 정부 공보 이용약관,C-012_PPP 법제도·조달 체계.xlsx,1.1_observation(측정값),14,
C-012,"PPP 법제도·조달 체계[PPP 법률 유무, PPP 법률 명칭, PPP 전담 기관, 조달 방식(경쟁입찰/협상/비공개), 계약 유형(BOT/BOO/Concession), VfM 평가 의무 여부, PPP 프로젝트 이력]",observation,vnm-v121-c-012-obs-15-ef2130930679184e,C-012_procurement_method_award_method_count_2024,VNM,1994,40,건,,,,,,지정 출처 원데이터 집계(고유 프로젝트 164건 기준). 법 조문상 방식(상단)과 별개로 실제 적용 실적을 병기,베트남 국회·정부 공보 / World Bank PPP Legal Framework,https://ppi.worldbank.org/en/customquery,베트남 정부 공보 이용약관,C-012_PPP 법제도·조달 체계.xlsx,1.1_observation(측정값),15,
