element_id,element_label,record_type,record_id,indicator_id,country_iso3,year,period_start,period_end,period,statistic_type,source_year_label,value,unit,name,latitude,longitude,attributes_json,missing_reason_code,note,source_org,source_url,license_code,source_file,source_sheet,source_row,publication_decision_id
A-019,송배전 손실률(T&D Loss),observation,v124-a-019-obs-00001,A-019_td_loss_rate,VNM,1990,1990,1990,,,,25.40029950466536,%,,,,,,[전력 통합 기술 (Power system integration)] [송배전 손실률] World Bank 「EG.ELC.LOSS.ZS」 기준. 총 전력 생산량 대비 %.,World Bank,https://data.worldbank.org/indicator/EG.ELC.LOSS.ZS?locations=VN,CC-BY-4.0,A-019_송배전 손실률(T&D Loss).xlsx,1.1_observation(측정값),4,
A-019,송배전 손실률(T&D Loss),observation,v124-a-019-obs-00002,A-019_td_loss_rate,VNM,1991,1991,1991,,,,25.52660152008686,%,,,,,,[전력 통합 기술 (Power system integration)] [송배전 손실률] World Bank 「EG.ELC.LOSS.ZS」 기준. 총 전력 생산량 대비 %.,World Bank,https://data.worldbank.org/indicator/EG.ELC.LOSS.ZS?locations=VN,CC-BY-4.0,A-019_송배전 손실률(T&D Loss).xlsx,1.1_observation(측정값),5,
A-019,송배전 손실률(T&D Loss),observation,v124-a-019-obs-00003,A-019_td_loss_rate,VNM,1992,1992,1992,,,,25.6156620298815,%,,,,,,[전력 통합 기술 (Power system integration)] [송배전 손실률] World Bank 「EG.ELC.LOSS.ZS」 기준. 총 전력 생산량 대비 %.,World Bank,https://data.worldbank.org/indicator/EG.ELC.LOSS.ZS?locations=VN,CC-BY-4.0,A-019_송배전 손실률(T&D Loss).xlsx,1.1_observation(측정값),6,
A-019,송배전 손실률(T&D Loss),observation,v124-a-019-obs-00004,A-019_td_loss_rate,VNM,1993,1993,1993,,,,24.01050459576065,%,,,,,,[전력 통합 기술 (Power system integration)] [송배전 손실률] World Bank 「EG.ELC.LOSS.ZS」 기준. 총 전력 생산량 대비 %.,World Bank,https://data.worldbank.org/indicator/EG.ELC.LOSS.ZS?locations=VN,CC-BY-4.0,A-019_송배전 손실률(T&D Loss).xlsx,1.1_observation(측정값),7,
A-019,송배전 손실률(T&D Loss),observation,v124-a-019-obs-00005,A-019_td_loss_rate,VNM,1994,1994,1994,,,,22.49348958333334,%,,,,,,[전력 통합 기술 (Power system integration)] [송배전 손실률] World Bank 「EG.ELC.LOSS.ZS」 기준. 총 전력 생산량 대비 %.,World Bank,https://data.worldbank.org/indicator/EG.ELC.LOSS.ZS?locations=VN,CC-BY-4.0,A-019_송배전 손실률(T&D Loss).xlsx,1.1_observation(측정값),8,
A-019,송배전 손실률(T&D Loss),observation,v124-a-019-obs-00006,A-019_td_loss_rate,VNM,1995,1995,1995,,,,21.70262151829601,%,,,,,,[전력 통합 기술 (Power system integration)] [송배전 손실률] World Bank 「EG.ELC.LOSS.ZS」 기준. 총 전력 생산량 대비 %.,World Bank,https://data.worldbank.org/indicator/EG.ELC.LOSS.ZS?locations=VN,CC-BY-4.0,A-019_송배전 손실률(T&D Loss).xlsx,1.1_observation(측정값),9,
A-019,송배전 손실률(T&D Loss),observation,v124-a-019-obs-00007,A-019_td_loss_rate,VNM,1996,1996,1996,,,,19.26345609065156,%,,,,,,[전력 통합 기술 (Power system integration)] [송배전 손실률] World Bank 「EG.ELC.LOSS.ZS」 기준. 총 전력 생산량 대비 %.,World Bank,https://data.worldbank.org/indicator/EG.ELC.LOSS.ZS?locations=VN,CC-BY-4.0,A-019_송배전 손실률(T&D Loss).xlsx,1.1_observation(측정값),10,
A-019,송배전 손실률(T&D Loss),observation,v124-a-019-obs-00008,A-019_td_loss_rate,VNM,1997,1997,1997,,,,18.19987455571817,%,,,,,,[전력 통합 기술 (Power system integration)] [송배전 손실률] World Bank 「EG.ELC.LOSS.ZS」 기준. 총 전력 생산량 대비 %.,World Bank,https://data.worldbank.org/indicator/EG.ELC.LOSS.ZS?locations=VN,CC-BY-4.0,A-019_송배전 손실률(T&D Loss).xlsx,1.1_observation(측정값),11,
A-019,송배전 손실률(T&D Loss),observation,v124-a-019-obs-00009,A-019_td_loss_rate,VNM,1998,1998,1998,,,,16.09184802655847,%,,,,,,[전력 통합 기술 (Power system integration)] [송배전 손실률] World Bank 「EG.ELC.LOSS.ZS」 기준. 총 전력 생산량 대비 %.,World Bank,https://data.worldbank.org/indicator/EG.ELC.LOSS.ZS?locations=VN,CC-BY-4.0,A-019_송배전 손실률(T&D Loss).xlsx,1.1_observation(측정값),12,
A-019,송배전 손실률(T&D Loss),observation,v124-a-019-obs-00010,A-019_td_loss_rate,VNM,1999,1999,1999,,,,15.02186001103612,%,,,,,,[전력 통합 기술 (Power system integration)] [송배전 손실률] World Bank 「EG.ELC.LOSS.ZS」 기준. 총 전력 생산량 대비 %.,World Bank,https://data.worldbank.org/indicator/EG.ELC.LOSS.ZS?locations=VN,CC-BY-4.0,A-019_송배전 손실률(T&D Loss).xlsx,1.1_observation(측정값),13,
