country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data
VNM,Vietnam,Thua Thien Hue TTC,WKS0073963,48.0,16.4400,107.5050,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,
VNM,Vietnam,Ham Kiem,WKS0073964,49.0,10.9050,108.0160,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,
VNM,Vietnam,Long An TTC,WKS0073965,49.0,10.7450,106.0850,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,
VNM,Vietnam,Bac Lieu Wind power,WRI1030729,99.0,9.2351,105.8048,Wind,,,,2016.0,Cong Ly Construction-Trade-Tourism,Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1083899,
VNM,Vietnam,Ca Mau 1,WRI1030730,1542.0,9.2420,105.0600,Gas,,,,,Petrovietnam,Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1053560,
VNM,Vietnam,Duyen Hai 1,WRI1030731,1244.0,9.5830,106.5200,Coal,,,,,Vietnam Electricity (EVN),Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1070526,
VNM,Vietnam,Duyen Hai 3,WRI1030732,622.0,9.5867,106.5300,Coal,,,,,Vietnam Electricity (EVN),Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1079157,
VNM,Vietnam,Can Tho,WRI1030733,185.0,10.1000,105.7200,Oil,,,,,Vietnam Electricity (EVN),Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1025672,
VNM,Vietnam,O Mon 1,WRI1030734,660.0,10.1332,105.6700,Gas,,,,,Vietnam Electricity (EVN),Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1043130,
VNM,Vietnam,Lap Vo Rice Husk Power Plant,WRI1030735,10.0,10.3492,105.5700,Biomass,,,,,,CDM,https://cdm.unfccc.int/Projects/DB/TUEV-SUED1268324091.74/view,CDM,,
VNM,Vietnam,Ba Ria,WRI1030736,389.0,10.4891,107.1700,Gas,,,,,Vietnam Electricity (EVN),Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1025670,
VNM,Vietnam,Phu Quy,WRI1030737,6.0,10.5507,108.9300,Wind,,,,,Petrovietnam,Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1095325,
VNM,Vietnam,Phu My 4,WRI1030738,458.0,10.5975,107.0300,Gas,,,,,Vietnam Electricity (EVN),Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1034647,
VNM,Vietnam,Phu My 3,WRI1030739,733.0,10.6014,107.0400,Gas,,,,,,Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1034646,
VNM,Vietnam,Phu My 22,WRI1030740,733.0,10.6030,107.0400,Gas,,,,,,Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1052143,
VNM,Vietnam,Phu My 21,WRI1030741,896.0,10.6041,107.0400,Gas,,,,,Vietnam Electricity (EVN),Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1034645,
VNM,Vietnam,Phu My 1,WRI1030742,1108.0,10.6056,107.0400,Gas,,,,,Vietnam Electricity (EVN),Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1025680,
VNM,Vietnam,Bourbon,WRI1030743,24.0,10.6130,106.4900,Oil,,,,,,Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,,
VNM,Vietnam,Hiep Phuoc,WRI1030744,375.0,10.6420,106.7500,Oil,,,,,,Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1011933,
VNM,Vietnam,Nhon Trach 1,WRI1030745,1215.0,10.6428,106.8400,Gas,,,,,Petrovietnam,Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1065826,
VNM,Vietnam,Formosa Dong Nai,WRI1030746,310.0,10.7151,106.9200,Coal,,,,,Formosa Plastics Group,Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,,
VNM,Vietnam,Thu Duc,WRI1030747,279.0,10.8284,106.7600,Oil,,,,,Vietnam Electricity (EVN),Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1025682,
VNM,Vietnam,Amata,WRI1030748,13.0,10.9471,106.9000,Oil,,,,,,Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1010098,
VNM,Vietnam,Thuan Nhien Phong,WRI1030749,32.0,11.0525,108.4100,Wind,,,,2017.0,Asia Renewable Energy Corporation,CDM,https://cdm.unfccc.int/Projects/DB/ICONTEC1347549044.44/view,CDM,1074594,
VNM,Vietnam,Tuy Phong,WRI1030750,30.0,11.2122,108.2000,Wind,,,,,,Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1074594,
VNM,Vietnam,Vinh Tan 2,WRI1030751,1244.0,11.3170,108.8100,Coal,,,,,Vietnam Electricity (EVN),Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1075911,
VNM,Vietnam,Bac Binh,WRI1030752,33.0,11.3711,108.3300,Hydro,,,,2009.0,Viet Nam Hydro Power Development JSC.,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/bac-binh-hydropower,Open Development Vietnam,1068338,
VNM,Vietnam,Gia Lai sugar-cane,WRI1030753,12.0,13.4257,108.4200,Biomass,,,,,Investment and Trade Consultancy Company Limited,Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,,
VNM,Vietnam,La Hieng 2,WRI1030754,18.0,13.5017,108.8500,Hydro,,,,2015.0,VRG Phu Yen JSC.,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/la-hieng-2-hydropower,Open Development Vietnam,,
VNM,Vietnam,Phuong Mai 3,WRI1030755,21.0,13.9077,109.2600,Wind,,,,2017.0,Central Wind power Joint Stock Company,CDM,https://cdm.unfccc.int/Projects/DB/ICONTEC1347544560.36/view,CDM,1074649,
VNM,Vietnam,Nong Son,WRI1030756,30.0,15.7171,108.0300,Coal,,,,,Vinacomin,Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1061838,
VNM,Vietnam,Formosa Ha Tinh,WRI1030757,150.0,18.0288,106.4500,Coal,,,,,Formosa Plastics Group,Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1059004,
VNM,Vietnam,Vung Ang I,WRI1030758,1245.0,18.0979,106.3800,Coal,,,,,Petrovietnam,Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1068091,
VNM,Vietnam,Nghi Son 1,WRI1030759,600.0,19.3158,105.8000,Coal,,,,,Vietnam Electricity (EVN),Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1063220,
VNM,Vietnam,Ninh Binh,WRI1030760,100.0,20.2527,105.9800,Coal,,,,,Vietnam Electricity (EVN),Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1025659,
VNM,Vietnam,Hai Phong 2,WRI1030761,600.0,20.9386,106.7570,Coal,,,,,Vietnam Electricity (EVN),Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1025661,
VNM,Vietnam,Hai Phong 1,WRI1030762,600.0,20.9419,106.7600,Coal,,,,,Vietnam Electricity (EVN),Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1025661,
VNM,Vietnam,Cai Lan,WRI1030763,39.0,20.9861,107.0300,Oil,,,,,,Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1072605,
VNM,Vietnam,Cam Pha I,WRI1030764,600.0,21.0063,107.3600,Coal,,,,,Vinacomin,Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1053569,
VNM,Vietnam,Quang Ninh 1,WRI1030765,1200.0,21.0118,107.1300,Coal,,,,,Vietnam Electricity (EVN),Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1025098,
VNM,Vietnam,Uong Bi,WRI1030766,735.0,21.0398,106.7800,Coal,,,,,Vietnam Electricity (EVN),Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1025668,
VNM,Vietnam,Mong Duong 2,WRI1030767,1120.0,21.0725,107.3500,Coal,,,,,AES  POSCO  CPI,Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,,
VNM,Vietnam,Mong Duong 1,WRI1030768,1080.0,21.0728,107.3500,Coal,,,,,Vietnam Electricity (EVN),Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1067948,
VNM,Vietnam,Mao Khe,WRI1030769,440.0,21.0907,105.7700,Coal,,,,,Vinacomin,Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1068929,
VNM,Vietnam,Pha Lai 2,WRI1030770,600.0,21.1141,106.3100,Coal,,,,,Vietnam Electricity (EVN),Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1025661,
VNM,Vietnam,Pha Lai 1,WRI1030771,440.0,21.1146,106.3100,Coal,,,,,Vietnam Electricity (EVN),Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1025660,
VNM,Vietnam,Son Dong,WRI1030772,220.0,21.1793,106.7800,Coal,,,,,Vinacomin,Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1060283,
VNM,Vietnam,An Khanh I,WRI1030773,120.0,21.5969,105.7670,Coal,,,,2015.0,An Khanh Electricity Jsc,Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1088944,
VNM,Vietnam,Cao Ngan,WRI1030774,115.0,21.6130,105.8200,Coal,,,,,Vinacomin,Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1045255,
VNM,Vietnam,Na Duong,WRI1030775,110.0,21.6981,106.9760,Coal,,,,,Vinacomin,Vietnam Electricity Annual Report,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,WRI,1045254,
VNM,Vietnam,Dak Lo,WRI1030776,22.0,14.7275,108.3694,Hydro,,,,2016.0,Dak Lo- Song Da 3 JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-lo-hydropower,Open Development Vietnam,,
VNM,Vietnam,Tri An,WRI1030777,400.0,11.1048,106.9848,Hydro,,,,1991.0,Tri An Hydro Power Company,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/tri-an-hydropower,Open Development Vietnam,1025667,
VNM,Vietnam,Ham Thuan - Da Mi,WRI1030778,475.0,11.3360,107.9350,Hydro,,,,2001.0,Da Nhim - Ham Thuan - Da Mi Hydropower Company,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ham-thuan-da-mi-hydropower,Open Development Vietnam,1015290|1015291,
VNM,Vietnam,Dai Nga,WRI1030779,10.0,11.4219,107.8754,Hydro,,,,2015.0,Thac Mo Hydropower JSC.,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dai-nga-hydropower,Open Development Vietnam,,
VNM,Vietnam,Dam'Bri,WRI1030780,75.0,11.5827,107.6726,Hydro,,,,2014.0,Southern Hydropower JSC.,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/dataset/da-mbri-hydropower,Open Development Vietnam,,
VNM,Vietnam,Dai Ninh,WRI1030781,300.0,11.6499,108.3202,Hydro,,,,2008.0,Vietnam Electricity (EVN),Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dai-ninh-hydropower,Open Development Vietnam,1025675,
VNM,Vietnam,Dong Nai 2,WRI1030782,70.0,11.7129,108.0579,Hydro,,,,2015.0,Trung Nam Power,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dong-nai-2-hydropower,Open Development Vietnam,1071686,
VNM,Vietnam,Da Dang 2,WRI1030783,34.0,11.7219,108.2468,Hydro,,,,2010.0,Southern Hydropower JSC.,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/da-dang-2-hydropower,Open Development Vietnam,1063305,
VNM,Vietnam,Srok Phu Mieng,WRI1030784,51.0,11.7689,106.7564,Hydro,,,,2006.0,Srok Phu Mieng Hydro Power JSC.,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/sok-phu-mieng-hydropower,Open Development Vietnam,1056376,
VNM,Vietnam,Dong Nai 5,WRI1030785,150.0,11.7927,107.5534,Hydro,,,,2015.0,Vietnam National Coal - Mineral Industries Group,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dong-nai-5-hydropower,Open Development Vietnam,1095571,
VNM,Vietnam,Ha Song Pha 1,WRI1030786,5.4,11.8284,108.6906,Hydro,,,,2013.0,Ha Song Hydropower JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/song-pha-1-hydropower,Open Development Vietnam,1101247,
VNM,Vietnam,Ha Song Pha 2,WRI1030787,5.1,11.8319,108.7073,Hydro,,,,2015.0,Ha Song Hydropower JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/song-pha-2-hydropower,Open Development Vietnam,1101247,
VNM,Vietnam,Song Pha,WRI1030788,7.5,11.8331,108.6841,Hydro,,,,1995.0,Da Nhim - Ham Thuan - Da Mi Hydropower Company,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/song-pha-hydropower,Open Development Vietnam,1089300,
VNM,Vietnam,Dak Sin 1,WRI1030789,28.0,11.8186,107.4590,Hydro,,,,2015.0,VRG Dak Nong JSC. - Vietnam Rubber Group,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-sin-1-hydropower,Open Development Vietnam,1074394,
VNM,Vietnam,Da Nhim,WRI1030790,160.0,11.8529,108.6058,Hydro,,,,1964.0,Da Nhim - Ham Thuan - Da Mi Hydropower JSC.,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/da-nhim-hydropower,Open Development Vietnam,1025674,
VNM,Vietnam,Thac Mo,WRI1030791,150.0,11.8578,107.0193,Hydro,,,,1995.0,Thac Mo Hydro Power JSC.,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/thac-mo-hydropower,Open Development Vietnam,1025681,
VNM,Vietnam,Bu Ca Mau,WRI1030792,4.0,11.8713,106.9768,Hydro,,,,2009.0,Cat Nam Trading - Services and Production Company Limited,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/bu-ca-mau-hydropower,Open Development Vietnam,,
VNM,Vietnam,Dong Nai 3,WRI1030793,180.0,11.8722,107.8887,Hydro,,,,2011.0,Vietnam Electricity (EVN),Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dong-nai-3-hydropower,Open Development Vietnam,1062203,
VNM,Vietnam,Dong Nai 4,WRI1030794,340.0,11.8851,107.7286,Hydro,,,,2012.0,Vietnam Electricity (EVN),Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dong-nai-4-hydropower,Open Development Vietnam,1062204,
VNM,Vietnam,Quang Tin,WRI1030795,5.0,11.9631,107.4493,Hydro,,,,2009.0,N&S Limited Liability Company,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/quang-tin-hydropower,Open Development Vietnam,1064546,
VNM,Vietnam,Dak Nong 2,WRI1030796,16.0,11.9645,107.6675,Hydro,,,,2016.0,Viet Nguyen Construction JSC.,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-nong-2-hydropower,Open Development Vietnam,,
VNM,Vietnam,Dak Ru,WRI1030797,7.5,11.9522,107.4042,Hydro,,,,2008.0,N&S Limited Liability Company,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-ru-hydropower,Open Development Vietnam,1064545,
VNM,Vietnam,Can Don,WRI1030798,77.0,11.9689,106.8435,Hydro,,,,2004.0,Song Da Group,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/can-don-hydropower,Open Development Vietnam,1044786,
VNM,Vietnam,Dak R'Tih,WRI1030799,144.0,11.9902,107.6597,Hydro,,,,2011.0,Construction Corporation No.1 Company Limited,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-rtih-hydropower,Open Development Vietnam,,
VNM,Vietnam,Suoi Vang (AnKroet),WRI1030800,3.1,11.9921,108.3708,Hydro,,,,1945.0,Vietnam Electricity (EVN),Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/suoi-vang-hydropower,Open Development Vietnam,,
VNM,Vietnam,Dak Glun,WRI1030801,18.0,12.0252,107.1834,Hydro,,,,2011.0,Sai Gon Accessories JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-glun-hydropower,Open Development Vietnam,,
VNM,Vietnam,Da Kai,WRI1030802,6.0,12.0838,108.5953,Hydro,,,,,Nghia Gia Development Company Limited,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/da-kai-hydropower,Open Development Vietnam,,
VNM,Vietnam,Da Nhim Thuong 2,WRI1030803,7.5,12.1161,108.5852,Hydro,,,,2010.0,Thai Bao Production Trading Services and Investment Consultancy JSC.,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/da-nhim-thuong-hydropower,Open Development Vietnam,1089302,
VNM,Vietnam,Dac Me,WRI1030804,5.0,12.1333,108.3130,Hydro,,,,2011.0,Dak Me Hydro Power JSC.,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dac-me-hydropower,Open Development Vietnam,1106192,
VNM,Vietnam,Yan-Tann-Sien,WRI1030805,19.5,12.1526,108.3787,Hydro,,,,2010.0,Cao Nguyen - Song Da Hydro Power JSC.,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/yan-tann-sien-hydropower,Open Development Vietnam,1076784,
VNM,Vietnam,Dak N'teng,WRI1030806,13.0,12.1958,107.9268,Hydro,,,,2011.0,Me Kong Hydro Power Limited Liability Company,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-nteng-hydropower,Open Development Vietnam,1106194,
VNM,Vietnam,Krong No 3,WRI1030807,18.0,12.2117,108.2847,Hydro,,,,2016.0,Trung Nam Power,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/krong-no-3-hydropower,Open Development Vietnam,,
VNM,Vietnam,Buon Tua Srah,WRI1030808,86.0,12.2852,108.0383,Hydro,,,,2009.0,Vietnam Electricity (EVN),Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/buon-tua-srah-hydropower,Open Development Vietnam,1061939,
VNM,Vietnam,Song Giang 2,WRI1030809,37.0,12.3729,108.8374,Hydro,,,,2014.0,Song Giang Hydropower Exploitation JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/song-giang-2-hydropower,Open Development Vietnam,1076335,
VNM,Vietnam,Krong Kmar,WRI1030810,12.0,12.4520,108.3372,Hydro,,,,2008.0,Song Da Investment and Development JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/krong-kmar-hydropower,Open Development Vietnam,1073311,
VNM,Vietnam,Buon Kuop,WRI1030811,280.0,12.5305,107.9243,Hydro,,,,2011.0,Vietnam Electricity (EVN),Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/buon-kuop-hydropower,Open Development Vietnam,1034994,
VNM,Vietnam,Dray H'Linh 1,WRI1030812,12.0,12.6712,107.9075,Hydro,,,,1990.0,,Open Development Vietnam,https://vietnam.opendevelopmentmekong.net/dataset/?id=danh-sach-cac-th-y-di-n-t-i-vi-t-nam-tinh-d-n-thang-06-2016&search_query=P3BhZ2U9Mg==,Open Development Vietnam,1059171,
VNM,Vietnam,Dray H'Linh 2,WRI1030813,16.0,12.6757,107.9041,Hydro,,,,2007.0,Dien Luc 3 Hydro Power JSC.,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dray-hlinh-2-hydropower,Open Development Vietnam,1059171,
VNM,Vietnam,SrePok 3,WRI1030814,220.0,12.7524,107.8768,Hydro,,,,2009.0,Vietnam Electricity (EVN),Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/srepok-3-hydropower,Open Development Vietnam,1064340,
VNM,Vietnam,Ea MDoal 3,WRI1030815,5.0,12.7999,108.9287,Hydro,,,,2010.0,Me Kong Construction JSC.,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ea-mdoal-3-hydropower,Open Development Vietnam,,
VNM,Vietnam,SrePok 4,WRI1030816,80.0,12.8072,107.8551,Hydro,,,,2010.0,Dai Hai Electricity Investment and Development JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/srepok-4-hydropower,Open Development Vietnam,1068212,
VNM,Vietnam,Sre Pok 4a,WRI1030817,64.0,12.8935,107.8123,Hydro,,,,2014.0,Buon Don Hydro Power JSC.,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/srepok-4a-hydropower,Open Development Vietnam,,
VNM,Vietnam,Song Hinh,WRI1030818,70.0,12.9281,108.9936,Hydro,,,,2001.0,Vinh Son- Song Hinh Hydropower JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/song-hinh-hydropower,Open Development Vietnam,1025664,
VNM,Vietnam,Song Ba Ha,WRI1030819,220.0,13.0226,108.9039,Hydro,,,,2008.0,Song Ba Ha JSC.,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/song-ba-ha-hydropower,Open Development Vietnam,1053566,
VNM,Vietnam,Dak Srong 3B,WRI1030820,20.0,13.3381,108.5587,Hydro,,,,2012.0,Hoang Anh Gia Lai JSC.,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-srong-3b-hydropower,Open Development Vietnam,1093344|1080446|1100704,
VNM,Vietnam,Dak Srong 3A,WRI1030821,10.0,13.3473,108.5323,Hydro,,,,2014.0,Hoang Anh Gia Lai JSC.,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-srong-3a-hydropower,Open Development Vietnam,1080446|1100704,
VNM,Vietnam,Ayun Ha,WRI1030822,3.0,13.5809,108.2592,Hydro,,,,,Gia Lai Electricity JSC.,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ayun-ha-hydropower,Open Development Vietnam,1107818,
VNM,Vietnam,Dak Srong 2,WRI1030823,24.0,13.6786,108.5649,Hydro,,,,2010.0,Hoang Anh Gia Lai JSC.,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-srong-2-hydropower,Open Development Vietnam,1078799,
VNM,Vietnam,Ia Drang 2,WRI1030824,1.2,13.7389,107.8508,Hydro,,,,,Gia Lai Electricity JSC.,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ia-drang-2-hydropower,Open Development Vietnam,,
VNM,Vietnam,Ia Grai 2,WRI1030825,7.5,13.9756,107.7928,Hydro,,,,2014.0,Quoc Cuong Gia Lai JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ia-grai-2-hydropower,Open Development Vietnam,1099083,
VNM,Vietnam,Ia Grai 1,WRI1030826,10.8,13.9757,107.7278,Hydro,,,,2012.0,Quoc Cuong Gia Lai JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ia-grai-1-hydropower,Open Development Vietnam,,
VNM,Vietnam,Se San 4,WRI1030827,360.0,13.9678,107.4953,Hydro,,,,2009.0,Se San Hydropower Development Company,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/se-san-4-hydropower,Open Development Vietnam,1055760,
VNM,Vietnam,An Khe - Kanak,WRI1030828,173.0,14.0148,108.6796,Hydro,,,,2009.0,An Khe - Ka Nak Hydro Power Company,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/an-khe-kanak-hydropower,Open Development Vietnam,1063767,
VNM,Vietnam,Ia Grai 3,WRI1030829,7.5,14.0222,107.6490,Hydro,,,,2007.0,Song Da 4 JSC.,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ia-grai-3-hydropower,Open Development Vietnam,1099083,
VNM,Vietnam,Se San 3A,WRI1030830,108.0,14.1063,107.6577,Hydro,,,,2007.0,Se San 3A Hydropower JSC.,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/se-san-3a-hydropower,Open Development Vietnam,1055761,
VNM,Vietnam,Dinh Binh,WRI1030831,9.9,14.1565,108.7727,Hydro,,,,2008.0,Dinh Binh Hydropower JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dinh-binh-hydropower,Open Development Vietnam,,
VNM,Vietnam,Dak Doa,WRI1030832,14.0,14.1847,108.1064,Hydro,,,,2010.0,Dak Doa Hydropower JSC.,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-doa-hydropower,Open Development Vietnam,1090237,
VNM,Vietnam,Ry Ninh,WRI1030833,3.6,14.2090,107.8141,Hydro,,,,,Ry Ninh Hydro Power Enterprise,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ry-ninh-hydropower,Open Development Vietnam,1068340,
VNM,Vietnam,Se San 3,WRI1030834,260.0,14.2152,107.7222,Hydro,,,,2006.0,Ialy Hydro Power Company (member of EVN),Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/se-san-3-hydropower,Open Development Vietnam,1015292,
VNM,Vietnam,Ialy,WRI1030835,720.0,14.2274,107.8294,Hydro,,,,2002.0,Ialy Hydro Power Company (member of EVN),Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ia-ly-hydropower,Open Development Vietnam,,
VNM,Vietnam,Vinh Son 5,WRI1030836,28.0,14.3611,108.7203,Hydro,,,,2014.0,Vinh Son Hydropower Investment JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/vinh-son-hydropower,Open Development Vietnam,1099920,
VNM,Vietnam,Vinh Son,WRI1030837,66.0,14.3656,108.6943,Hydro,,,,2001.0,Vinh Son- Song Hinh Hydropower JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/vinh-son,Open Development Vietnam,1025684,
