route,pageType,section,visibleText,component
B-005,detail,public-data-title,가뭄 위험의 시나리오별 장기 전망,SPAN
B-005,detail,public-analysis-root,기후 시나리오에 따라 장기적인 건조·습윤 상태가 어떻게 달라지는지 확인할 수 있습니다.,SPAN
B-005,detail,b005-spei-meaning,지수 읽는 법,SPAN
B-005,detail,b005-spei-meaning,SPEI-12,BUTTON
B-005,detail,b005-spei-meaning,는 무엇을 나타내나요?,SPAN
B-005,detail,b005-spei-meaning,최근 12개월의 강수량과 잠재증발산량을 함께 반영한 표준화 강수증발산지수입니다.,LI
B-005,detail,b005-spei-meaning,"0 주변은 평년 수준, 음수는 평년보다 건조, 양수는 평년보다 습윤함을 뜻합니다.",LI
B-005,detail,b005-spei-meaning,임의의 가뭄 심각도 구간을 만들지 않고 원천에 공개된 연도별 지수를 비교합니다.,LI
B-005,detail,b005-specialized-analysis,주 분석,SPAN
B-005,detail,b005-specialized-analysis,시나리오별,SPAN
B-005,detail,b005-specialized-analysis,전망,SPAN
B-005,detail,b005-specialized-analysis,2015–2100년 · 단위,SPAN
B-005,detail,b005-specialized-analysis,SPEI,BUTTON
B-005,detail,b005-specialized-analysis,지수 · 0을 평년 기준선으로 표시,SPAN
B-005,detail,b005-specialized-analysis,SSP2-4.5,BUTTON
B-005,detail,b005-specialized-analysis,SSP5-8.5,BUTTON
B-005,detail,b005-spei-tooltip,2100 년,STRONG
B-005,detail,b005-spei-tooltip,· 평년보다 습윤,SPAN
B-005,detail,b005-spei-tooltip,· 평년보다 건조,SPAN
B-005,detail,b005-specialized-analysis,차트 탐색 연도,SPAN
B-005,detail,b005-specialized-analysis,양수 · 평년보다 습윤,SPAN
B-005,detail,b005-specialized-analysis,음수 · 평년보다 건조,SPAN
B-005,detail,b005-selected-year-comparison,보조 분석,SPAN
B-005,detail,b005-selected-year-comparison,선택연도 시나리오 비교,SPAN
B-005,detail,b005-selected-year-comparison,2050 년,BUTTON
B-005,detail,b005-selected-year-comparison,2075 년,BUTTON
B-005,detail,b005-selected-year-comparison,2100 년,BUTTON
B-005,detail,b005-selected-year-comparison,+0.16 · 평년보다 습윤,STRONG
B-005,detail,b005-selected-year-comparison,-0.13 · 평년보다 건조,STRONG
B-005,detail,b005-selected-year-comparison,0을 중심으로 부호와 크기를 비교합니다. 원천에 없는 가뭄 심각도 기준은 적용하지 않습니다.,P
B-005,detail,detail-metadata-v135,자료정보,SUMMARY
B-005,detail,public-source-panel,출처·기준연도,SPAN
B-005,detail,public-source-panel,공식 자료와 해석 기준,H3
B-005,detail,public-source-panel,자료 제공기관,DT
B-005,detail,public-source-panel,World Bank,SPAN
B-005,detail,public-source-panel,CCKP,BUTTON
B-005,detail,public-source-panel,(,SPAN
B-005,detail,public-source-panel,CMIP6,BUTTON
B-005,detail,public-source-panel,x0.25) · Copernicus,SPAN
B-005,detail,public-source-panel,ERA5,BUTTON
B-005,detail,public-source-panel,-Land,SPAN
B-005,detail,public-source-panel,기준연도·기간,DT
B-005,detail,public-source-panel,1950~2100,DD
B-005,detail,public-source-panel,단위,DT
B-005,detail,public-source-panel,일 · 지수 · m³/m³,SPAN
B-005,detail,public-source-panel,자료 범위,DT
B-005,detail,public-source-panel,raster,SPAN
B-005,detail,public-source-panel,이용조건·출처표시,DT
B-005,detail,public-source-panel,기관 이용약관 · World Bank,SPAN
B-005,detail,public-source-panel,x0.25) — 기관 이용약관. 이용 시 출처 표기 필수 · Copernicus,SPAN
B-005,detail,public-source-panel,-Land — 기관 이용약관. 이용 시 출처 표기 필수,SPAN
B-005,detail,public-source-panel,CCKP,SPAN
B-005,detail,public-source-panel,( 기후변화지식포털 ),SPAN
B-005,detail,public-source-panel,CMIP6,SPAN
B-005,detail,public-source-panel,( 제6차 결합모델 상호비교사업 ),SPAN
B-005,detail,public-source-panel,x0.25) 확인,SPAN
B-005,detail,public-source-panel,Copernicus,SPAN
B-005,detail,public-source-panel,ERA5,SPAN
B-005,detail,public-source-panel,( 유럽중기예보센터 제5세대 재분석자료 ),SPAN
B-005,detail,public-source-panel,-Land 확인,SPAN
B-005,detail,public-raw-table-summary,원자료 보기 · 전체 503행 · 값 있음 503행 · 결측 0행,SUMMARY
B-005,detail,public-raw-table,측정항목,TH
B-005,detail,public-raw-table,분류,TH
B-005,detail,public-raw-table,지역·성별·기술·시나리오,TH
B-005,detail,public-raw-table,값,TH
B-005,detail,public-raw-table,단위,TH
B-005,detail,public-raw-table,연도·기간,TH
B-005,detail,public-raw-table,자료 제공기관,TH
B-005,detail,public-raw-table,결측 사유,TH
B-005,detail,public-raw-table,공식 원문,TH
B-005,detail,public-raw-table,연속 건조일수,SPAN
B-005,detail,public-raw-table,CDD,BUTTON
B-005,detail,public-raw-table,historical,SPAN
B-005,detail,public-raw-table,22.08,SPAN
B-005,detail,public-raw-table,일,SPAN
B-005,detail,public-raw-table,1950,TD
B-005,detail,public-raw-table,x0.25),SPAN
B-005,detail,public-raw-table,원문 확인,A
B-005,detail,public-raw-table,23.59,SPAN
B-005,detail,public-raw-table,1951,TD
B-005,detail,public-raw-table,23.17,SPAN
B-005,detail,public-raw-table,1952,TD
B-005,detail,public-raw-table,22.69,SPAN
B-005,detail,public-raw-table,1953,TD
B-005,detail,public-raw-table,21.64,SPAN
B-005,detail,public-raw-table,1954,TD
B-005,detail,public-raw-table,26.3,SPAN
B-005,detail,public-raw-table,1955,TD
B-005,detail,public-raw-table,19.89,SPAN
B-005,detail,public-raw-table,1956,TD
B-005,detail,public-raw-table,22.95,SPAN
B-005,detail,public-raw-table,1957,TD
B-005,detail,public-raw-table,23.86,SPAN
B-005,detail,public-raw-table,1958,TD
B-005,detail,public-raw-table,21.72,SPAN
B-005,detail,public-raw-table,1959,TD
B-005,detail,public-raw-table,24.41,SPAN
B-005,detail,public-raw-table,1960,TD
B-005,detail,public-raw-table,23.85,SPAN
B-005,detail,public-raw-table,1961,TD
B-005,detail,public-raw-table,22.12,SPAN
B-005,detail,public-raw-table,1962,TD
B-005,detail,public-raw-table,19.28,SPAN
B-005,detail,public-raw-table,1963,TD
B-005,detail,public-raw-table,23.26,SPAN
B-005,detail,public-raw-table,1964,TD
B-005,detail,public-raw-table,25.38,SPAN
B-005,detail,public-raw-table,1965,TD
B-005,detail,public-raw-table,22.82,SPAN
B-005,detail,public-raw-table,1966,TD
B-005,detail,public-raw-table,21.73,SPAN
B-005,detail,public-raw-table,1967,TD
B-005,detail,public-raw-table,21.6,SPAN
B-005,detail,public-raw-table,1968,TD
B-005,detail,public-raw-table,22.97,SPAN
B-005,detail,public-raw-table,1969,TD
B-005,detail,public-raw-table,21.39,SPAN
B-005,detail,public-raw-table,1970,TD
B-005,detail,public-raw-table,22.58,SPAN
B-005,detail,public-raw-table,1971,TD
B-005,detail,public-raw-table,22.75,SPAN
B-005,detail,public-raw-table,1972,TD
B-005,detail,public-raw-table,25.14,SPAN
B-005,detail,public-raw-table,1973,TD
B-005,detail,public-raw-table,23.71,SPAN
B-005,detail,public-raw-table,1974,TD
B-005,detail,public-raw-table,23.2,SPAN
B-005,detail,public-raw-table,1975,TD
B-005,detail,public-raw-table,23.79,SPAN
B-005,detail,public-raw-table,1976,TD
B-005,detail,public-raw-table,24.64,SPAN
B-005,detail,public-raw-table,1977,TD
B-005,detail,public-raw-table,23.05,SPAN
B-005,detail,public-raw-table,1978,TD
B-005,detail,public-raw-table,23.46,SPAN
B-005,detail,public-raw-table,1979,TD
B-005,detail,public-raw-table,23.23,SPAN
B-005,detail,public-raw-table,1980,TD
B-005,detail,public-raw-table,22.42,SPAN
B-005,detail,public-raw-table,1981,TD
B-005,detail,public-raw-table,26.41,SPAN
B-005,detail,public-raw-table,1982,TD
B-005,detail,public-raw-table,22.03,SPAN
B-005,detail,public-raw-table,1983,TD
B-005,detail,public-raw-table,22.87,SPAN
B-005,detail,public-raw-table,1984,TD
B-005,detail,public-raw-table,21.35,SPAN
B-005,detail,public-raw-table,1985,TD
B-005,detail,public-raw-table,24.03,SPAN
B-005,detail,public-raw-table,1986,TD
B-005,detail,public-raw-table,23.37,SPAN
B-005,detail,public-raw-table,1987,TD
B-005,detail,public-raw-table,23.82,SPAN
B-005,detail,public-raw-table,1988,TD
B-005,detail,public-raw-table,23.08,SPAN
B-005,detail,public-raw-table,1989,TD
B-005,detail,public-raw-table,24,SPAN
B-005,detail,public-raw-table,1990,TD
B-005,detail,public-raw-table,23.62,SPAN
B-005,detail,public-raw-table,1991,TD
B-005,detail,public-raw-table,25.3,SPAN
B-005,detail,public-raw-table,1992,TD
B-005,detail,public-raw-table,25.52,SPAN
B-005,detail,public-raw-table,1993,TD
B-005,detail,public-raw-table,23.81,SPAN
B-005,detail,public-raw-table,1994,TD
B-005,detail,public-raw-table,25.05,SPAN
B-005,detail,public-raw-table,1995,TD
B-005,detail,public-raw-table,24.38,SPAN
B-005,detail,public-raw-table,1996,TD
B-005,detail,public-raw-table,1997,TD
B-005,detail,public-raw-table,23.93,SPAN
B-005,detail,public-raw-table,1998,TD
B-005,detail,public-raw-table,21.02,SPAN
B-005,detail,public-raw-table,1999,TD
B-005,detail,public-raw-table,21.52,SPAN
B-005,detail,public-raw-table,2000,TD
B-005,detail,public-raw-table,25.69,SPAN
B-005,detail,public-raw-table,2001,TD
B-005,detail,public-raw-table,26.19,SPAN
B-005,detail,public-raw-table,2002,TD
B-005,detail,public-raw-table,25.94,SPAN
B-005,detail,public-raw-table,2003,TD
B-005,detail,public-raw-table,24.35,SPAN
B-005,detail,public-raw-table,2004,TD
B-005,detail,public-raw-table,24.32,SPAN
B-005,detail,public-raw-table,2005,TD
B-005,detail,public-raw-table,23.45,SPAN
B-005,detail,public-raw-table,2006,TD
B-005,detail,public-raw-table,22.05,SPAN
B-005,detail,public-raw-table,2007,TD
B-005,detail,public-raw-table,25.82,SPAN
B-005,detail,public-raw-table,2008,TD
B-005,detail,public-raw-table,21.87,SPAN
B-005,detail,public-raw-table,2009,TD
B-005,detail,public-raw-table,24.06,SPAN
B-005,detail,public-raw-table,2010,TD
B-005,detail,public-raw-table,24.98,SPAN
B-005,detail,public-raw-table,2011,TD
B-005,detail,public-raw-table,23.8,SPAN
B-005,detail,public-raw-table,2012,TD
B-005,detail,public-raw-table,23.74,SPAN
B-005,detail,public-raw-table,2013,TD
B-005,detail,public-raw-table,21.53,SPAN
B-005,detail,public-raw-table,2014,TD
B-005,detail,public-raw-table,24.45,SPAN
B-005,detail,public-raw-table,2015,TD
B-005,detail,public-raw-table,24.99,SPAN
B-005,detail,public-raw-table,2016,TD
B-005,detail,public-raw-table,23.7,SPAN
B-005,detail,public-raw-table,2017,TD
B-005,detail,public-raw-table,24.37,SPAN
B-005,detail,public-raw-table,2018,TD
B-005,detail,public-raw-table,2019,TD
B-005,detail,public-raw-table,2020,TD
B-005,detail,public-raw-table,2021,TD
B-005,detail,public-raw-table,26.94,SPAN
B-005,detail,public-raw-table,2022,TD
B-005,detail,public-raw-table,23.35,SPAN
B-005,detail,public-raw-table,2023,TD
B-005,detail,public-raw-table,25.02,SPAN
B-005,detail,public-raw-table,2024,TD
B-005,detail,public-raw-table,25.57,SPAN
B-005,detail,public-raw-table,2025,TD
B-005,detail,public-raw-table,25.74,SPAN
B-005,detail,public-raw-table,2026,TD
B-005,detail,public-raw-table,26.27,SPAN
B-005,detail,public-raw-table,2027,TD
B-005,detail,public-raw-table,21.84,SPAN
B-005,detail,public-raw-table,2028,TD
B-005,detail,public-raw-table,24.17,SPAN
B-005,detail,public-raw-table,2029,TD
B-005,detail,public-raw-table,26.51,SPAN
B-005,detail,public-raw-table,2030,TD
B-005,detail,public-raw-table,25.37,SPAN
B-005,detail,public-raw-table,2031,TD
B-005,detail,public-raw-table,27.36,SPAN
B-005,detail,public-raw-table,2032,TD
B-005,detail,public-raw-table,28.09,SPAN
B-005,detail,public-raw-table,2033,TD
B-005,detail,public-raw-table,23.94,SPAN
B-005,detail,public-raw-table,2034,TD
B-005,detail,public-raw-table,27.77,SPAN
B-005,detail,public-raw-table,2035,TD
B-005,detail,public-raw-table,25.59,SPAN
B-005,detail,public-raw-table,2036,TD
B-005,detail,public-raw-table,27.6,SPAN
B-005,detail,public-raw-table,2037,TD
B-005,detail,public-raw-table,26.1,SPAN
B-005,detail,public-raw-table,2038,TD
B-005,detail,public-raw-table,23.13,SPAN
B-005,detail,public-raw-table,2039,TD
B-005,detail,public-raw-table,2040,TD
B-005,detail,public-raw-table,25.24,SPAN
B-005,detail,public-raw-table,2041,TD
B-005,detail,public-raw-table,22.34,SPAN
B-005,detail,public-raw-table,2042,TD
B-005,detail,public-raw-table,2043,TD
B-005,detail,public-raw-table,26.38,SPAN
B-005,detail,public-raw-table,2044,TD
B-005,detail,public-raw-table,2045,TD
B-005,detail,public-raw-table,27.3,SPAN
B-005,detail,public-raw-table,2046,TD
B-005,detail,public-raw-table,25.7,SPAN
B-005,detail,public-raw-table,2047,TD
B-005,detail,public-raw-table,22.39,SPAN
B-005,detail,public-raw-table,2048,TD
B-005,detail,public-raw-table,25.98,SPAN
B-005,detail,public-raw-table,2049,TD
B-005,detail,public-raw-table,24.1,SPAN
B-005,detail,public-raw-table,2050,TD
B-005,detail,public-raw-table,24.74,SPAN
B-005,detail,public-raw-table,2051,TD
B-005,detail,public-raw-table,26.12,SPAN
B-005,detail,public-raw-table,2052,TD
B-005,detail,public-raw-table,2053,TD
B-005,detail,public-raw-table,26.56,SPAN
B-005,detail,public-raw-table,2054,TD
B-005,detail,public-raw-table,25.48,SPAN
B-005,detail,public-raw-table,2055,TD
B-005,detail,public-raw-table,25.68,SPAN
B-005,detail,public-raw-table,2056,TD
B-005,detail,public-raw-table,23.09,SPAN
B-005,detail,public-raw-table,2057,TD
B-005,detail,public-raw-table,2058,TD
B-005,detail,public-raw-table,25.58,SPAN
B-005,detail,public-raw-table,2059,TD
B-005,detail,public-raw-table,25.63,SPAN
B-005,detail,public-raw-table,2060,TD
B-005,detail,public-raw-table,26.29,SPAN
B-005,detail,public-raw-table,2061,TD
B-005,detail,public-raw-table,24.04,SPAN
B-005,detail,public-raw-table,2062,TD
B-005,detail,public-raw-table,24.81,SPAN
B-005,detail,public-raw-table,2063,TD
B-005,detail,public-raw-table,24.94,SPAN
B-005,detail,public-raw-table,2064,TD
B-005,detail,public-raw-table,26.36,SPAN
B-005,detail,public-raw-table,2065,TD
B-005,detail,public-raw-table,26.92,SPAN
B-005,detail,public-raw-table,2066,TD
B-005,detail,public-raw-table,2067,TD
B-005,detail,public-raw-table,28.26,SPAN
B-005,detail,public-raw-table,2068,TD
B-005,detail,public-raw-table,2069,TD
B-005,detail,public-raw-table,2070,TD
B-005,detail,public-raw-table,2071,TD
B-005,detail,public-raw-table,25.5,SPAN
B-005,detail,public-raw-table,2072,TD
B-005,detail,public-raw-table,25.31,SPAN
B-005,detail,public-raw-table,2073,TD
B-005,detail,public-raw-table,21.68,SPAN
B-005,detail,public-raw-table,2074,TD
B-005,detail,public-raw-table,26.45,SPAN
B-005,detail,public-raw-table,2075,TD
B-005,detail,public-raw-table,22.45,SPAN
B-005,detail,public-raw-table,2076,TD
B-005,detail,public-raw-table,26.6,SPAN
B-005,detail,public-raw-table,2077,TD
B-005,detail,public-raw-table,26.07,SPAN
B-005,detail,public-raw-table,2078,TD
B-005,detail,public-raw-table,25.41,SPAN
B-005,detail,public-raw-table,2079,TD
B-005,detail,public-raw-table,27.73,SPAN
B-005,detail,public-raw-table,2080,TD
B-005,detail,public-raw-table,24.72,SPAN
B-005,detail,public-raw-table,2081,TD
B-005,detail,public-raw-table,22.55,SPAN
B-005,detail,public-raw-table,2082,TD
B-005,detail,public-raw-table,26.14,SPAN
B-005,detail,public-raw-table,2083,TD
B-005,detail,public-raw-table,26.83,SPAN
B-005,detail,public-raw-table,2084,TD
B-005,detail,public-raw-table,26.26,SPAN
B-005,detail,public-raw-table,2085,TD
B-005,detail,public-raw-table,26.68,SPAN
B-005,detail,public-raw-table,2086,TD
B-005,detail,public-raw-table,23.75,SPAN
B-005,detail,public-raw-table,2087,TD
B-005,detail,public-raw-table,27.31,SPAN
B-005,detail,public-raw-table,2088,TD
B-005,detail,public-raw-table,23.11,SPAN
B-005,detail,public-raw-table,2089,TD
B-005,detail,public-raw-table,23.18,SPAN
B-005,detail,public-raw-table,2090,TD
B-005,detail,public-raw-table,24.61,SPAN
B-005,detail,public-raw-table,2091,TD
B-005,detail,public-raw-table,26.84,SPAN
B-005,detail,public-raw-table,2092,TD
B-005,detail,public-raw-table,2093,TD
B-005,detail,public-raw-table,22.61,SPAN
B-005,detail,public-raw-table,2094,TD
B-005,detail,public-raw-table,26.23,SPAN
B-005,detail,public-raw-table,2095,TD
B-005,detail,public-raw-table,27.11,SPAN
B-005,detail,public-raw-table,2096,TD
B-005,detail,public-raw-table,2097,TD
B-005,detail,public-raw-table,24.2,SPAN
B-005,detail,public-raw-table,2098,TD
B-005,detail,public-raw-table,24.18,SPAN
B-005,detail,public-raw-table,2099,TD
B-005,detail,public-raw-table,2100,TD
B-005,detail,public-raw-table,23.29,SPAN
B-005,detail,public-raw-table,24.31,SPAN
B-005,detail,public-raw-table,24.56,SPAN
B-005,detail,public-raw-table,24.3,SPAN
B-005,detail,public-raw-table,24.49,SPAN
B-005,detail,public-raw-table,22.56,SPAN
B-005,detail,public-raw-table,25.72,SPAN
B-005,detail,public-raw-table,23.64,SPAN
B-005,detail,public-raw-table,24.73,SPAN
B-005,detail,public-raw-table,27.23,SPAN
B-005,detail,public-raw-table,24.91,SPAN
B-005,detail,public-raw-table,22.85,SPAN
B-005,detail,public-raw-table,23.3,SPAN
B-005,detail,public-raw-table,23.89,SPAN
B-005,detail,public-raw-table,22.78,SPAN
B-005,detail,public-raw-table,23.07,SPAN
B-005,detail,public-raw-table,27.34,SPAN
B-005,detail,public-raw-table,24.02,SPAN
B-005,detail,public-raw-table,24.52,SPAN
B-005,detail,public-raw-table,26.53,SPAN
B-005,detail,public-raw-table,26.16,SPAN
B-005,detail,public-raw-table,24.23,SPAN
B-005,detail,public-raw-table,24.28,SPAN
B-005,detail,public-raw-table,23.04,SPAN
B-005,detail,public-raw-table,24.42,SPAN
B-005,detail,public-raw-table,24.16,SPAN
B-005,detail,public-raw-table,22.96,SPAN
B-005,detail,public-raw-table,27.29,SPAN
B-005,detail,public-raw-table,23.61,SPAN
B-005,detail,public-raw-table,22.07,SPAN
B-005,detail,public-raw-table,25.04,SPAN
B-005,detail,public-raw-table,29.94,SPAN
B-005,detail,public-raw-table,24.19,SPAN
B-005,detail,public-raw-table,24.58,SPAN
B-005,detail,public-raw-table,24.47,SPAN
B-005,detail,public-raw-table,25.16,SPAN
B-005,detail,public-raw-table,25.76,SPAN
B-005,detail,public-raw-table,28.23,SPAN
B-005,detail,public-raw-table,22.73,SPAN
B-005,detail,public-raw-table,25.01,SPAN
B-005,detail,public-raw-table,22.67,SPAN
B-005,detail,public-raw-table,24.25,SPAN
B-005,detail,public-raw-table,27.92,SPAN
B-005,detail,public-raw-table,28.99,SPAN
B-005,detail,public-raw-table,29.18,SPAN
B-005,detail,public-raw-table,26.52,SPAN
B-005,detail,public-raw-table,29.57,SPAN
B-005,detail,public-raw-table,24.63,SPAN
B-005,detail,public-raw-table,26.89,SPAN
B-005,detail,public-raw-table,26.67,SPAN
B-005,detail,public-raw-table,27.05,SPAN
B-005,detail,public-raw-table,25.91,SPAN
B-005,detail,public-raw-table,28.83,SPAN
B-005,detail,public-raw-table,25.8,SPAN
B-005,detail,public-raw-table,29.78,SPAN
B-005,detail,public-raw-table,28.42,SPAN
B-005,detail,public-raw-table,27.9,SPAN
B-005,detail,public-raw-table,28.74,SPAN
B-005,detail,public-raw-table,26.01,SPAN
B-005,detail,public-raw-table,26.32,SPAN
B-005,detail,public-raw-table,27.66,SPAN
B-005,detail,public-raw-table,26.06,SPAN
B-005,detail,public-raw-table,29.68,SPAN
B-005,detail,public-raw-table,28,SPAN
B-005,detail,public-raw-table,29.89,SPAN
B-005,detail,public-raw-table,27.16,SPAN
B-005,detail,public-raw-table,27.52,SPAN
B-005,detail,public-raw-table,27.94,SPAN
B-005,detail,public-raw-table,표준강수증발산지수,SPAN
B-005,detail,public-raw-table,SPEI12,BUTTON
B-005,detail,public-raw-table,0.31,SPAN
B-005,detail,public-raw-table,지수,SPAN
B-005,detail,public-raw-table,0.3,SPAN
B-005,detail,public-raw-table,0.24,SPAN
B-005,detail,public-raw-table,0.16,SPAN
B-005,detail,public-raw-table,0.14,SPAN
B-005,detail,public-raw-table,0.37,SPAN
B-005,detail,public-raw-table,0.43,SPAN
B-005,detail,public-raw-table,0.18,SPAN
B-005,detail,public-raw-table,0.51,SPAN
B-005,detail,public-raw-table,0.04,SPAN
B-005,detail,public-raw-table,0.08,SPAN
B-005,detail,public-raw-table,0.21,SPAN
B-005,detail,public-raw-table,0.12,SPAN
B-005,detail,public-raw-table,0.02,SPAN
B-005,detail,public-raw-table,0.19,SPAN
B-005,detail,public-raw-table,0.28,SPAN
B-005,detail,public-raw-table,0.25,SPAN
B-005,detail,public-raw-table,0.03,SPAN
B-005,detail,public-raw-table,0.07,SPAN
B-005,detail,public-raw-table,0.11,SPAN
B-005,detail,public-raw-table,0.2,SPAN
B-005,detail,public-raw-table,0.13,SPAN
B-005,detail,public-raw-table,0.15,SPAN
B-005,detail,public-raw-table,0.05,SPAN
B-005,detail,public-raw-table,0.01,SPAN
B-005,detail,public-raw-table,0.27,SPAN
B-005,detail,public-raw-table,0.23,SPAN
B-005,detail,public-raw-table,0.1,SPAN
B-005,detail,public-raw-table,0,SPAN
B-005,detail,public-raw-table,0.09,SPAN
B-005,detail,public-raw-table,0.33,SPAN
B-005,detail,public-raw-table,0.06,SPAN
B-005,detail,public-raw-table,0.22,SPAN
B-005,detail,public-raw-table,0.17,SPAN
B-005,detail,public-raw-table,0.32,SPAN
B-005,detail,public-raw-table,0.36,SPAN
B-005,detail,public-raw-table,0.26,SPAN
B-005,detail,public-raw-table,0.46,SPAN
B-005,detail,public-raw-table,0.35,SPAN
B-005,detail,public-raw-table,0.39,SPAN
B-005,detail,public-raw-table,0.41,SPAN
B-005,detail,public-raw-table,토양수분(연평균),SPAN
B-005,detail,public-raw-table,32,SPAN
B-005,detail,public-raw-table,0.3651,SPAN
B-005,detail,public-raw-table,m³/m³,SPAN
B-005,detail,public-raw-table,0.3664,SPAN
B-005,detail,public-raw-table,0.3687,SPAN
B-005,detail,public-raw-table,0.3756,SPAN
B-005,detail,public-raw-table,0.3738,SPAN
B-005,detail,public-raw-table,0.3825,SPAN
B-005,detail,public-raw-table,0.3755,SPAN
B-005,detail,public-raw-table,0.3632,SPAN
B-005,detail,public-raw-table,0.3904,SPAN
B-005,detail,public-raw-table,0.3859,SPAN
B-005,detail,public-raw-table,0.3821,SPAN
B-005,detail,public-raw-table,0.3735,SPAN
B-005,detail,public-raw-table,0.3559,SPAN
B-005,detail,public-raw-table,0.365,SPAN
B-005,detail,public-raw-table,0.366,SPAN
B-005,detail,public-raw-table,0.3696,SPAN
B-005,detail,public-raw-table,0.3838,SPAN
B-005,detail,public-raw-table,0.3707,SPAN
B-005,detail,public-raw-table,0.3701,SPAN
B-005,detail,public-raw-table,0.3773,SPAN
B-005,detail,public-raw-table,0.382,SPAN
B-005,detail,public-raw-table,0.3726,SPAN
B-005,detail,public-raw-table,0.3672,SPAN
B-005,detail,public-raw-table,0.3747,SPAN
B-005,detail,public-raw-table,0.3947,SPAN
B-005,detail,public-raw-table,0.3614,SPAN
B-005,detail,public-raw-table,0.3665,SPAN
B-005,detail,,다운로드,H3
B-005,detail,public-download-link,전체 공개 레코드 다운로드,BUTTON
B-005,detail,,개도국 기후기술 협력 플랫폼,STRONG
B-005,detail,,국가·기술별 근거자료 탐색·비교·협력 검토,P
B-005,detail,,지도,BUTTON
B-005,detail,,데이터 이용안내,BUTTON
B-005,detail,,© 2026 국가녹색기술연구소,SPAN
B-005,detail,,문의,A
B-006,detail,,개도국 전략지도,STRONG
B-006,detail,,국가녹색기술연구소 · 기후기술 협력 데이터,SMALL
B-006,detail,,데이터 찾기,BUTTON
B-006,detail,,데이터 지도,BUTTON
B-006,detail,,데이터 다운로드,BUTTON
B-006,detail,,⌕,SPAN
B-006,detail,,검색,STRONG
B-006,detail,,검색 결과로 돌아가기,BUTTON
B-006,detail,,기후 환경,SPAN
B-006,detail,,›,SPAN
B-006,detail,,기후 영향 인자,SPAN
B-006,detail,,데이터 제공,SPAN
B-006,detail,,다운로드 가능,SPAN
B-006,detail,,폭염 위험,SPAN
B-006,detail,,베트남 · 폭염 위험의 항목별 구성과 연도별 변화를 확인할 수 있습니다,SPAN
B-006,detail,,다운로드,BUTTON
B-006,detail,public-analysis-root,공개 데이터,SPAN
B-006,detail,public-analysis-root,데이터 분석,H2
B-006,detail,public-data-summary,베트남 · 지표 18종 · 관측기간 1950~2100년,SMALL
B-006,detail,public-analysis-root,이 데이터로 확인할 수 있는 내용,SPAN
B-006,detail,public-data-title,폭염 위험의 지역별 차이와 범위,SPAN
B-006,detail,public-analysis-root,폭염 위험의 지역 차이와 공개된 공간 범위를 확인할 수 있습니다.,SPAN
B-006,detail,public-indicator-meaning-v129,i,SPAN
B-006,detail,public-indicator-meaning-v129,지표 읽는 법,H3
B-006,detail,public-indicator-meaning-v129,폭염·열대야 전망,SPAN
B-006,detail,public-indicator-meaning-v129,기온·체감온도 임계값을 넘는 폭염일과 열대야 일수를 보여줍니다.,SPAN
B-006,detail,public-indicator-meaning-v129,미래 값은 온실가스 시나리오를 가정한 전망이므로 관측값과 구분합니다.,SPAN
B-006,detail,public-indicator-meaning-v129,임계값이 다른 지표는 같은 계열로 연결하지 않습니다.,SPAN
B-006,detail,public-indicator-meaning-v129,단위,DT
B-006,detail,public-indicator-meaning-v129,일,SPAN
B-006,detail,public-indicator-meaning-v129,높고 낮음의 의미,DT
B-006,detail,public-indicator-meaning-v129,일수가 많을수록 해당 폭염·열대야 조건에 노출되는 기간이 김,SPAN
B-006,detail,public-selector,측정항목,SPAN
B-006,detail,public-selector,세부 분류,SPAN
B-006,detail,public-selector,연도,SPAN
B-006,detail,public-selector,용어 도움말,SPAN
B-006,detail,public-selector,?,SPAN
B-006,detail,public-selector,TR23 설명,SPAN
B-006,detail,public-context-kpis,열대야,SPAN
B-006,detail,public-context-kpis,TR23,BUTTON
B-006,detail,public-context-kpis,214.61,STRONG
B-006,detail,public-context-kpis,일 · 2100 ·,SPAN
B-006,detail,public-context-kpis,SSP2-4.5,BUTTON
B-006,detail,public-context-kpis,현재 선택한 측정항목만 표시합니다. 다른 측정항목은 선택기와 전체 원자료 표에서 확인할 수 있습니다.,P
B-006,detail,public-analysis-heading-v134,주 분석,SPAN
B-006,detail,public-analysis-heading-v134,폭염 위험 지역별 현황,H3
B-006,detail,public-primary-visualization,항목,SPAN
B-006,detail,public-primary-visualization,항목별 값,SPAN
B-006,detail,public-primary-visualization,단위: 일,H5
B-006,detail,public-primary-visualization,SSP5-8.5,BUTTON
B-006,detail,detail-metadata-v135,자료정보,SUMMARY
B-006,detail,public-source-panel,출처·기준연도,SPAN
B-006,detail,public-source-panel,공식 자료와 해석 기준,H3
B-006,detail,public-source-panel,자료 제공기관,DT
B-006,detail,public-source-panel,World Bank,SPAN
B-006,detail,public-source-panel,CCKP,BUTTON
B-006,detail,public-source-panel,(,SPAN
B-006,detail,public-source-panel,CMIP6,BUTTON
B-006,detail,public-source-panel,x0.25),SPAN
B-006,detail,public-source-panel,기준연도·기간,DT
B-006,detail,public-source-panel,1950~2100,DD
B-006,detail,public-source-panel,자료 범위,DT
B-006,detail,public-source-panel,국가,SPAN
B-006,detail,public-source-panel,이용조건·출처표시,DT
